Country;Year;Satisfaction;Vote;Age;Education;Community;Post_Stratification_Weight
HU;2002;8;Other;26;Upper secondary education completed (ISCED 3);A big city;1,556496299
HU;2002;7;Other;27;Upper secondary education completed (ISCED 3);A big city;1,556496299
HU;2002;3;Fidesz;20;Lower secondary education completed (ISCED 2);A big city;1,322868469
HU;2002;3;Other;26;Upper secondary education completed (ISCED 3);A big city;1,556496299
HU;2002;4;Fidesz;22;Upper secondary education completed (ISCED 3);A big city;1,556496299
HU;2002;NA;Other;76;Upper secondary education completed (ISCED 3);A big city;0,971064727
HU;2002;8;Other;67;Upper secondary education completed (ISCED 3);A big city;0,80356047
HU;2002;6;Other;58;Tertiary education completed (ISCED 5-6);A big city;0,940423062
HU;2002;4;Other;60;Tertiary education completed (ISCED 5-6);A big city;0,890743445
HU;2002;0;Other;50;Tertiary education completed (ISCED 5-6);A big city;0,953441674
HU;2002;6;Other;46;Tertiary education completed (ISCED 5-6);A big city;0,953441674
HU;2002;3;Fidesz;47;Lower secondary education completed (ISCED 2);A big city;1,231176012
HU;2002;3;Fidesz;23;NA;A big city;1,200634923
HU;2002;5;Other;23;Upper secondary education completed (ISCED 3);A big city;1,556496299
HU;2002;3;Other;20;NA;A big city;0,000978831
HU;2002;NA;Other;82;NA;A big city;1,279632091
HU;2002;5;Other;63;Lower secondary education completed (ISCED 2);A big city;1,348712499
HU;2002;8;Other;55;Upper secondary education completed (ISCED 3);A big city;0,80356047
HU;2002;8;Other;62;Upper secondary education completed (ISCED 3);A big city;0,971064727
HU;2002;4;Fidesz;62;Upper secondary education completed (ISCED 3);A big city;0,971064727
HU;2002;8;Other;45;Upper secondary education completed (ISCED 3);A big city;1,45855318
HU;2002;6;Other;42;Upper secondary education completed (ISCED 3);A big city;1,205222179
HU;2002;7;Other;37;Upper secondary education completed (ISCED 3);A big city;1,45855318
HU;2002;4;Other;37;Tertiary education completed (ISCED 5-6);A big city;0,953441674
HU;2002;4;Other;70;Lower secondary education completed (ISCED 2);A big city;1,558836976
HU;2002;6;Other;30;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,599440168
HU;2002;3;Other;30;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,556496299
HU;2002;3;Fidesz;22;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,599440168
HU;2002;5;Other;16;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;1,322868469
HU;2002;6;Other;56;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,971064727
HU;2002;6;Other;60;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;1,348712499
HU;2002;2;Other;34;Lower secondary education completed (ISCED 2);A big city;1,444701394
HU;2002;6;Fidesz;45;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,953441674
HU;2002;2;Other;42;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,205222179
HU;2002;0;Other;39;Upper secondary education completed (ISCED 3);A big city;1,45855318
HU;2002;6;Fidesz;33;Upper secondary education completed (ISCED 3);A big city;1,556496299
HU;2002;4;Other;38;Tertiary education completed (ISCED 5-6);A big city;0,953441674
HU;2002;5;Other;26;Tertiary education completed (ISCED 5-6);A big city;1,275362329
HU;2002;5;Other;26;Upper secondary education completed (ISCED 3);A big city;1,599440168
HU;2002;1;Fidesz;23;Upper secondary education completed (ISCED 3);A big city;1,599440168
HU;2002;3;Fidesz;20;Upper secondary education completed (ISCED 3);A big city;1,556496299
HU;2002;5;Other;16;Less than lower secondary education (ISCED 0-1);A big city;1,322868469
HU;2002;4;Other;89;Lower secondary education completed (ISCED 2);A big city;1,348712499
HU;2002;3;Other;73;Upper secondary education completed (ISCED 3);A big city;0,971064727
HU;2002;3;Other;72;Lower secondary education completed (ISCED 2);A big city;1,348712499
HU;2002;4;Other;71;Upper secondary education completed (ISCED 3);A big city;0,971064727
HU;2002;6;Other;62;Tertiary education completed (ISCED 5-6);A big city;0,940423062
HU;2002;3;Other;61;Upper secondary education completed (ISCED 3);A big city;0,80356047
HU;2002;3;Other;83;Tertiary education completed (ISCED 5-6);A big city;0,890743445
HU;2002;2;Fidesz;51;Upper secondary education completed (ISCED 3);A big city;1,205222179
HU;2002;2;Other;27;Upper secondary education completed (ISCED 3);A big city;1,599440168
HU;2002;0;Fidesz;24;Upper secondary education completed (ISCED 3);A big city;1,556496299
HU;2002;NA;Other;21;Upper secondary education completed (ISCED 3);A big city;1,599440168
HU;2002;5;Other;52;Upper secondary education completed (ISCED 3);A big city;1,45855318
HU;2002;5;Other;46;Lower secondary education completed (ISCED 2);A big city;1,231176012
HU;2002;6;Other;23;NA;A big city;1,200634923
HU;2002;7;Other;46;Upper secondary education completed (ISCED 3);A big city;1,205222179
HU;2002;5;Other;70;Less than lower secondary education (ISCED 0-1);A big city;1,558836976
HU;2002;7;Other;68;Lower secondary education completed (ISCED 2);A big city;1,348712499
HU;2002;5;Other;56;Tertiary education completed (ISCED 5-6);Town or small city;0,890743445
HU;2002;5;Other;58;Upper secondary education completed (ISCED 3);A big city;0,80356047
HU;2002;6;Other;26;NA;A big city;0,000978831
HU;2002;6;Other;27;Tertiary education completed (ISCED 5-6);A big city;1,290590003
HU;2002;7;Other;16;Lower secondary education completed (ISCED 2);Town or small city;1,322868469
HU;2002;8;Other;17;Lower secondary education completed (ISCED 2);A big city;1,444701394
HU;2002;9;Other;78;Lower secondary education completed (ISCED 2);A big city;1,348712499
HU;2002;3;Fidesz;77;Lower secondary education completed (ISCED 2);A big city;1,348712499
HU;2002;6;Other;65;Upper secondary education completed (ISCED 3);A big city;0,80356047
HU;2002;6;Other;56;Lower secondary education completed (ISCED 2);A big city;1,348712499
HU;2002;8;Other;66;Lower secondary education completed (ISCED 2);A big city;1,348712499
HU;2002;NA;Other;30;Tertiary education completed (ISCED 5-6);A big city;1,290590003
HU;2002;3;Fidesz;45;Lower secondary education completed (ISCED 2);A big city;1,231176012
HU;2002;3;Other;48;Tertiary education completed (ISCED 5-6);A big city;0,993779369
HU;2002;2;Other;58;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,80356047
HU;2002;3;Other;53;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,205222179
HU;2002;1;Other;43;Upper secondary education completed (ISCED 3);A big city;1,45855318
HU;2002;4;Fidesz;51;Tertiary education completed (ISCED 5-6);Suburbs or outskirts of big city;0,993779369
HU;2002;5;Other;76;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;1,558836976
HU;2002;7;Fidesz;24;NA;Suburbs or outskirts of big city;1,200634923
HU;2002;6;Other;55;Tertiary education completed (ISCED 5-6);A big city;0,890743445
HU;2002;5;Other;83;NA;Suburbs or outskirts of big city;1,180986781
HU;2002;4;Fidesz;28;Upper secondary education completed (ISCED 3);Country village;1,260476969
HU;2002;2;Other;21;Tertiary education completed (ISCED 5-6);Country village;1,032809936
HU;2002;3;Other;66;Tertiary education completed (ISCED 5-6);Country village;0,721339073
HU;2002;1;Other;60;Lower secondary education completed (ISCED 2);Country village;1,262372489
HU;2002;3;Other;48;Lower secondary education completed (ISCED 2);Country village;0,997027111
HU;2002;4;Fidesz;40;Upper secondary education completed (ISCED 3);Country village;0,976009259
HU;2002;7;Other;15;Lower secondary education completed (ISCED 2);Country village;1,107074074
HU;2002;3;Fidesz;73;Lower secondary education completed (ISCED 2);Country village;1,194536123
HU;2002;0;Other;72;Less than lower secondary education (ISCED 0-1);Country village;1,194536123
HU;2002;3;Other;56;Upper secondary education completed (ISCED 3);Country village;0,615768052
HU;2002;0;Other;52;Upper secondary education completed (ISCED 3);Country village;1,117688692
HU;2002;5;Other;49;Lower secondary education completed (ISCED 2);Country village;0,943449663
HU;2002;3;Other;34;Upper secondary education completed (ISCED 3);Country village;1,192742463
HU;2002;2;Other;40;Lower secondary education completed (ISCED 2);Country village;0,938290467
HU;2002;NA;Other;44;Upper secondary education completed (ISCED 3);Country village;1,119122146
HU;2002;6;Fidesz;36;Upper secondary education completed (ISCED 3);Country village;0,924745734
HU;2002;6;Other;51;Tertiary education completed (ISCED 5-6);Country village;0,731558991
HU;2002;NA;Other;75;Less than lower secondary education (ISCED 0-1);Country village;1,034843327
HU;2002;0;Other;76;Less than lower secondary education (ISCED 0-1);Country village;1,196068135
HU;2002;1;Other;66;Upper secondary education completed (ISCED 3);Country village;0,616557785
HU;2002;NA;Other;59;Upper secondary education completed (ISCED 3);Country village;0,745080848
HU;2002;5;Other;59;Lower secondary education completed (ISCED 2);Country village;1,034843327
HU;2002;NA;Other;49;Upper secondary education completed (ISCED 3);Country village;0,924745734
HU;2002;2;Other;45;Upper secondary education completed (ISCED 3);Town or small city;0,976009259
HU;2002;3;Fidesz;42;Upper secondary education completed (ISCED 3);Town or small city;0,976009259
HU;2002;5;Other;30;Upper secondary education completed (ISCED 3);Town or small city;1,295253638
HU;2002;5;Other;30;Lower secondary education completed (ISCED 2);Town or small city;1,169943568
HU;2002;5;Fidesz;20;Upper secondary education completed (ISCED 3);Town or small city;1,295253638
HU;2002;3;Other;21;Upper secondary education completed (ISCED 3);Town or small city;1,295253638
HU;2002;0;Other;78;Lower secondary education completed (ISCED 2);Town or small city;1,092210141
HU;2002;4;Other;60;Upper secondary education completed (ISCED 3);Town or small city;0,786384603
HU;2002;4;Fidesz;60;Upper secondary education completed (ISCED 3);Town or small city;0,786384603
HU;2002;5;Fidesz;43;Upper secondary education completed (ISCED 3);Town or small city;0,976009259
HU;2002;3;Fidesz;42;Upper secondary education completed (ISCED 3);Country village;1,45855318
HU;2002;5;Other;29;Tertiary education completed (ISCED 5-6);Country village;1,275362329
HU;2002;2;Fidesz;32;NA;Country village;0,000978831
HU;2002;3;Other;18;Lower secondary education completed (ISCED 2);Country village;1,444701394
HU;2002;0;Other;78;Less than lower secondary education (ISCED 0-1);Country village;1,348712499
HU;2002;3;Other;63;Lower secondary education completed (ISCED 2);Country village;1,348712499
HU;2002;0;Other;61;Upper secondary education completed (ISCED 3);Country village;0,971064727
HU;2002;5;Fidesz;55;Lower secondary education completed (ISCED 2);Country village;1,348712499
HU;2002;5;Other;39;NA;Country village;1,275454434
HU;2002;2;Fidesz;63;Lower secondary education completed (ISCED 2);Town or small city;1,195723971
HU;2002;4;Other;23;NA;Town or small city;0,920960934
HU;2002;4;Other;18;Lower secondary education completed (ISCED 2);Town or small city;1,014721592
HU;2002;2;Other;65;Lower secondary education completed (ISCED 2);Town or small city;1,195723971
HU;2002;2;Other;65;Lower secondary education completed (ISCED 2);Town or small city;1,195723971
HU;2002;4;Other;57;Upper secondary education completed (ISCED 3);Town or small city;0,744866454
HU;2002;7;Fidesz;47;Upper secondary education completed (ISCED 3);Town or small city;0,924479642
HU;2002;4;Other;33;Upper secondary education completed (ISCED 3);Town or small city;1,193928527
HU;2002;3;Other;41;Lower secondary education completed (ISCED 2);Town or small city;0,94438783
HU;2002;4;Other;30;Upper secondary education completed (ISCED 3);Town or small city;1,226869119
HU;2002;5;Other;54;Upper secondary education completed (ISCED 3);Town or small city;1,205222179
HU;2002;4;Fidesz;33;Upper secondary education completed (ISCED 3);Town or small city;1,599440168
HU;2002;7;Fidesz;39;Upper secondary education completed (ISCED 3);Town or small city;1,45855318
HU;2002;5;Other;34;Upper secondary education completed (ISCED 3);Town or small city;1,556496299
HU;2002;0;Fidesz;28;Upper secondary education completed (ISCED 3);Town or small city;1,556496299
HU;2002;5;Other;15;Lower secondary education completed (ISCED 2);Town or small city;1,444701394
HU;2002;2;Other;40;Upper secondary education completed (ISCED 3);A big city;1,126492742
HU;2002;3;Other;36;Upper secondary education completed (ISCED 3);A big city;1,126492742
HU;2002;0;Other;30;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,235304797
HU;2002;6;Fidesz;28;Upper secondary education completed (ISCED 3);A big city;1,235304797
HU;2002;0;Other;18;Upper secondary education completed (ISCED 3);A big city;1,202137712
HU;2002;3;Other;17;Lower secondary education completed (ISCED 2);A big city;1,02169859
HU;2002;4;Other;17;Lower secondary education completed (ISCED 2);A big city;1,115794512
HU;2002;10;Fidesz;75;Less than lower secondary education (ISCED 0-1);A big city;1,041658859
HU;2002;6;Other;74;Tertiary education completed (ISCED 5-6);A big city;0,726322337
HU;2002;0;Fidesz;64;Upper secondary education completed (ISCED 3);A big city;0,620618466
HU;2002;3;Other;63;Tertiary education completed (ISCED 5-6);A big city;0,687952993
HU;2002;5;Fidesz;75;Lower secondary education completed (ISCED 2);A big city;1,041658859
HU;2002;4;Fidesz;48;Upper secondary education completed (ISCED 3);A big city;0,930836157
HU;2002;5;Fidesz;50;Upper secondary education completed (ISCED 3);A big city;0,930836157
HU;2002;4;Other;41;Lower secondary education completed (ISCED 2);A big city;0,95088123
HU;2002;NA;Fidesz;33;Upper secondary education completed (ISCED 3);Country village;1,226869119
HU;2002;7;Fidesz;35;Upper secondary education completed (ISCED 3);Country village;1,118800123
HU;2002;0;Other;56;Lower secondary education completed (ISCED 2);Country village;1,034545555
HU;2002;7;Other;17;Lower secondary education completed (ISCED 2);Country village;1,014721592
HU;2002;8;Other;75;Lower secondary education completed (ISCED 2);Country village;1,195723971
HU;2002;5;Other;65;Tertiary education completed (ISCED 5-6);Country village;0,72136241
